Id,Predicted
3670,canadian (new)
3671,american (traditional)
3672,italian
3673,american (traditional)
3674,american (new)
3675,italian
3676,american (traditional)
3677,mexican
3678,italian
3679,italian
3680,chinese
3681,mexican
3682,american (traditional)
3683,american (traditional)
3684,american (traditional)
3685,italian
3686,asian fusion
3687,mexican
3688,japanese
3689,american (new)
3690,american (new)
3691,mexican
3692,chinese
3693,chinese
3694,american (traditional)
3695,japanese
3696,american (new)
3697,chinese
3698,american (new)
3699,italian
3700,american (traditional)
3701,italian
3702,american (traditional)
3703,american (traditional)
3704,asian fusion
3705,italian
3706,american (traditional)
3707,canadian (new)
3708,american (traditional)
3709,mexican
3710,american (traditional)
3711,asian fusion
3712,american (traditional)
3713,american (traditional)
3714,mexican
3715,american (traditional)
3716,chinese
3717,american (traditional)
3718,mexican
3719,mexican
3720,chinese
3721,american (new)
3722,italian
3723,chinese
3724,mexican
3725,american (new)
3726,american (traditional)
3727,american (traditional)
3728,chinese
3729,american (traditional)
3730,mediterranean
3731,american (traditional)
3732,italian
3733,mexican
3734,mexican
3735,american (new)
3736,mexican
3737,american (new)
3738,mexican
3739,mexican
3740,mexican
3741,chinese
3742,chinese
3743,american (traditional)
3744,american (traditional)
3745,chinese
3746,american (traditional)
3747,italian
3748,chinese
3749,american (new)
3750,american (new)
3751,italian
3752,italian
3753,italian
3754,chinese
3755,italian
3756,american (traditional)
3757,mexican
3758,mexican
3759,american (traditional)
3760,american (traditional)
3761,american (new)
3762,chinese
3763,chinese
3764,mexican
3765,chinese
3766,thai
3767,american (traditional)
3768,american (new)
3769,american (new)
3770,italian
3771,japanese
3772,american (traditional)
3773,american (traditional)
3774,chinese
3775,canadian (new)
3776,american (traditional)
3777,italian
3778,canadian (new)
3779,mexican
3780,italian
3781,american (traditional)
3782,chinese
3783,italian
3784,mediterranean
3785,japanese
3786,mediterranean
3787,american (new)
3788,american (traditional)
3789,chinese
3790,chinese
3791,american (traditional)
3792,mexican
3793,mexican
3794,italian
3795,chinese
3796,italian
3797,mexican
3798,mexican
3799,mexican
3800,mediterranean
3801,italian
3802,italian
3803,mexican
3804,american (traditional)
3805,american (traditional)
3806,mexican
3807,mexican
3808,japanese
3809,mexican
3810,chinese
3811,american (traditional)
3812,italian
3813,american (traditional)
3814,american (traditional)
3815,american (traditional)
3816,mexican
3817,mexican
3818,mexican
3819,japanese
3820,asian fusion
3821,italian
3822,canadian (new)
3823,japanese
3824,american (traditional)
3825,chinese
3826,american (traditional)
3827,thai
3828,mexican
3829,chinese
3830,american (traditional)
3831,mexican
3832,chinese
3833,chinese
3834,mexican
3835,italian
3836,american (traditional)
3837,american (traditional)
3838,italian
3839,american (new)
3840,asian fusion
3841,american (traditional)
3842,american (traditional)
3843,japanese
3844,american (traditional)
3845,american (traditional)
3846,mexican
3847,mediterranean
3848,mexican
3849,american (traditional)
3850,mexican
3851,italian
3852,chinese
3853,thai
3854,mexican
3855,chinese
3856,thai
3857,chinese
3858,american (traditional)
3859,american (new)
3860,american (traditional)
3861,chinese
3862,american (new)
3863,mediterranean
3864,mexican
3865,italian
3866,mexican
3867,mexican
3868,american (traditional)
3869,american (traditional)
3870,italian
3871,american (new)
3872,mediterranean
3873,japanese
3874,chinese
3875,mediterranean
3876,asian fusion
3877,american (traditional)
3878,italian
3879,american (new)
3880,japanese
3881,japanese
3882,american (traditional)
3883,american (traditional)
3884,american (traditional)
3885,american (traditional)
3886,chinese
3887,american (traditional)
3888,mexican
3889,american (traditional)
3890,chinese
3891,american (traditional)
3892,american (new)
3893,american (traditional)
3894,japanese
3895,italian
3896,mexican
3897,asian fusion
3898,american (traditional)
3899,american (traditional)
3900,mexican
3901,chinese
3902,italian
3903,american (traditional)
3904,american (traditional)
3905,italian
3906,mediterranean
3907,mexican
3908,italian
3909,chinese
3910,american (new)
3911,american (new)
3912,italian
3913,italian
3914,american (traditional)
3915,american (traditional)
3916,american (traditional)
3917,mexican
3918,thai
3919,mexican
3920,chinese
3921,american (traditional)
3922,mexican
3923,american (new)
3924,chinese
3925,chinese
3926,mexican
3927,asian fusion
3928,american (traditional)
3929,american (traditional)
3930,american (traditional)
3931,chinese
3932,mexican
3933,mexican
3934,italian
3935,mexican
3936,american (traditional)
3937,italian
3938,mediterranean
3939,american (traditional)
3940,american (traditional)
3941,mexican
3942,american (traditional)
3943,american (traditional)
3944,american (new)
3945,italian
3946,italian
3947,american (traditional)
3948,mexican
3949,american (traditional)
3950,chinese
3951,italian
3952,american (traditional)
3953,chinese
3954,american (traditional)
3955,japanese
3956,italian
3957,japanese
3958,american (traditional)
3959,italian
3960,japanese
3961,american (traditional)
3962,american (traditional)
3963,mexican
3964,canadian (new)
3965,american (traditional)
3966,italian
3967,mexican
3968,japanese
3969,italian
3970,asian fusion
3971,american (traditional)
3972,chinese
3973,mediterranean
3974,chinese
3975,thai
3976,mediterranean
3977,italian
3978,mediterranean
3979,american (traditional)
3980,american (traditional)
3981,american (traditional)
3982,mediterranean
3983,american (traditional)
3984,mediterranean
3985,asian fusion
3986,mexican
3987,mediterranean
3988,american (traditional)
3989,mexican
3990,italian
3991,mexican
3992,mexican
3993,mexican
3994,mediterranean
3995,italian
3996,thai
3997,mediterranean
3998,mexican
3999,chinese
4000,mexican
4001,mexican
4002,american (new)
4003,japanese
4004,american (traditional)
4005,canadian (new)
4006,thai
4007,american (traditional)
4008,american (new)
4009,american (traditional)
4010,chinese
4011,american (traditional)
4012,american (traditional)
4013,american (traditional)
4014,mexican
4015,italian
4016,american (traditional)
4017,chinese
4018,japanese
4019,american (traditional)
4020,thai
4021,american (traditional)
4022,american (traditional)
4023,chinese
4024,japanese
4025,italian
4026,thai
4027,thai
4028,american (new)
4029,american (traditional)
4030,italian
4031,italian
4032,chinese
4033,asian fusion
4034,american (traditional)
4035,american (new)
4036,mexican
4037,italian
4038,mediterranean
4039,chinese
4040,mexican
4041,american (traditional)
4042,mediterranean
4043,mexican
4044,mexican
4045,italian
4046,american (new)
4047,mexican
4048,american (traditional)
4049,japanese
4050,canadian (new)
4051,chinese
4052,mediterranean
4053,thai
4054,american (traditional)
4055,mediterranean
4056,thai
4057,italian
4058,chinese
4059,mexican
4060,mediterranean
4061,american (new)
4062,american (traditional)
4063,chinese
4064,mexican
4065,japanese
4066,thai
4067,mexican
4068,italian
4069,american (new)
4070,mediterranean
4071,italian
4072,italian
4073,mediterranean
4074,canadian (new)
4075,mexican
4076,mexican
4077,chinese
4078,japanese
4079,chinese
4080,american (new)
4081,asian fusion
4082,american (traditional)
4083,chinese
4084,mexican
4085,mexican
4086,chinese
4087,italian
4088,canadian (new)
4089,american (traditional)
4090,american (new)
4091,mexican
4092,american (traditional)
4093,mexican
4094,japanese
4095,canadian (new)
4096,chinese
4097,italian
4098,chinese
4099,american (traditional)
4100,american (traditional)
4101,american (traditional)
4102,mexican
4103,american (traditional)
4104,japanese
4105,american (new)
4106,american (traditional)
4107,american (traditional)
4108,american (traditional)
4109,canadian (new)
4110,mexican
4111,chinese
4112,american (new)
4113,mexican
4114,italian
4115,chinese
4116,italian
4117,american (traditional)
4118,american (new)
4119,chinese
4120,mexican
4121,chinese
4122,italian
4123,american (traditional)
4124,american (traditional)
4125,mexican
4126,chinese
4127,american (traditional)
4128,mexican
4129,japanese
4130,mexican
4131,asian fusion
4132,italian
4133,mexican
4134,mexican
4135,mediterranean
4136,mexican
4137,american (traditional)
4138,mexican
4139,american (traditional)
4140,american (traditional)
4141,american (traditional)
4142,japanese
4143,italian
4144,chinese
4145,american (traditional)
4146,italian
4147,mexican
4148,american (traditional)
4149,japanese
4150,japanese
4151,american (traditional)
4152,chinese
4153,american (traditional)
4154,mexican
4155,american (traditional)
4156,american (traditional)
4157,italian
4158,mexican
4159,mexican
4160,american (traditional)
4161,mediterranean
4162,asian fusion
4163,american (traditional)
4164,american (traditional)
4165,american (traditional)
4166,thai
4167,american (traditional)
4168,american (new)
4169,italian
4170,japanese
4171,chinese
4172,american (traditional)
4173,mexican
4174,american (new)
4175,italian
4176,american (traditional)
4177,mexican
4178,italian
4179,japanese
4180,mexican
4181,mexican
4182,american (traditional)
4183,mexican
4184,mexican
4185,japanese
4186,mediterranean
4187,chinese
4188,mexican
4189,american (traditional)
4190,american (new)
4191,american (traditional)
4192,mexican
4193,asian fusion
4194,american (traditional)
4195,mexican
4196,chinese
4197,asian fusion
4198,american (traditional)
4199,japanese
4200,thai
4201,chinese
4202,mexican
4203,mexican
4204,japanese
4205,american (traditional)
4206,mexican
4207,japanese
4208,mexican
4209,american (traditional)
4210,mexican
4211,japanese
4212,american (new)
4213,american (traditional)
4214,mediterranean
4215,american (traditional)
4216,japanese
4217,american (traditional)
4218,american (new)
4219,american (traditional)
4220,chinese
4221,american (new)
4222,american (traditional)
4223,american (new)
4224,chinese
4225,italian
4226,chinese
4227,chinese
4228,japanese
4229,mexican
4230,italian
4231,japanese
4232,chinese
4233,mexican
4234,american (traditional)
4235,american (traditional)
4236,italian
4237,american (new)
4238,american (traditional)
4239,chinese
4240,italian
4241,american (traditional)
4242,american (new)
4243,mexican
4244,american (traditional)
4245,japanese
4246,chinese
4247,mexican
4248,mexican
4249,mexican
4250,japanese
4251,american (new)
4252,american (traditional)
4253,mexican
4254,american (new)
4255,japanese
4256,italian
4257,american (traditional)
4258,italian
4259,mexican
4260,japanese
4261,american (traditional)
4262,mexican
4263,american (traditional)
4264,canadian (new)
4265,italian
4266,italian
4267,italian
4268,canadian (new)
4269,italian
4270,american (traditional)
4271,mexican
4272,japanese
4273,american (traditional)
4274,american (new)
4275,american (traditional)
4276,mexican
4277,american (traditional)
4278,american (traditional)
4279,chinese
4280,italian
4281,italian
4282,canadian (new)
4283,mexican
4284,chinese
4285,chinese
4286,american (traditional)
4287,american (traditional)
4288,mexican
4289,american (traditional)
4290,italian
4291,chinese
4292,american (new)
4293,chinese
4294,asian fusion
4295,thai
4296,american (new)
4297,mediterranean
4298,chinese
4299,american (traditional)
4300,mexican
4301,italian
4302,italian
4303,asian fusion
4304,american (traditional)
4305,mexican
4306,italian
4307,chinese
4308,japanese
4309,thai
4310,mediterranean
4311,chinese
4312,american (traditional)
4313,chinese
4314,american (traditional)
4315,mexican
4316,japanese
4317,american (traditional)
4318,mediterranean
4319,mexican
4320,mexican
4321,american (traditional)
4322,mexican
4323,chinese
4324,japanese
4325,chinese
4326,mexican
4327,thai
4328,italian
4329,american (traditional)
4330,mediterranean
4331,chinese
4332,japanese
4333,chinese
4334,american (traditional)
4335,italian
4336,american (new)
4337,chinese
4338,mexican
4339,american (new)
4340,canadian (new)
4341,american (traditional)
4342,mexican
4343,mexican
4344,chinese
4345,italian
4346,chinese
4347,mexican
4348,chinese
4349,asian fusion
4350,asian fusion
4351,american (traditional)
4352,american (traditional)
4353,japanese
4354,chinese
4355,american (new)
4356,mediterranean
4357,italian
4358,american (new)
4359,chinese
4360,asian fusion
4361,american (traditional)
4362,chinese
4363,american (new)
4364,japanese
4365,american (traditional)
4366,american (new)
4367,japanese
4368,chinese
4369,american (traditional)
4370,american (new)
4371,chinese
4372,italian
4373,american (traditional)
4374,italian
4375,mexican
4376,american (traditional)
4377,thai
4378,mediterranean
4379,american (traditional)
4380,canadian (new)
4381,american (traditional)
4382,american (traditional)
4383,mexican
4384,american (traditional)
4385,chinese
4386,chinese
4387,american (traditional)
4388,mexican
4389,thai
4390,american (traditional)
4391,mediterranean
4392,japanese
4393,chinese
4394,american (traditional)
4395,italian
4396,mediterranean
4397,american (traditional)
4398,italian
4399,italian
4400,american (new)
4401,american (traditional)
4402,chinese
4403,mediterranean
4404,american (traditional)
4405,japanese
4406,japanese
4407,italian
4408,mediterranean
4409,american (traditional)
4410,american (new)
4411,chinese
4412,thai
4413,american (traditional)
4414,mexican
4415,american (new)
4416,chinese
4417,mediterranean
4418,mexican
4419,italian
4420,mediterranean
4421,mediterranean
4422,chinese
4423,mexican
4424,chinese
4425,american (new)
4426,italian
4427,thai
4428,mexican
4429,chinese
4430,asian fusion
4431,japanese
4432,italian
4433,japanese
4434,italian
4435,asian fusion
4436,mediterranean
4437,american (traditional)
4438,chinese
4439,mexican
4440,american (traditional)
4441,american (new)
4442,chinese
4443,american (traditional)
4444,thai
4445,asian fusion
4446,american (traditional)
4447,american (traditional)
4448,mexican
4449,italian
4450,american (traditional)
4451,american (traditional)
4452,chinese
4453,mexican
4454,mexican
4455,italian
4456,mexican
4457,american (traditional)
4458,japanese
4459,italian
4460,chinese
4461,american (new)
4462,chinese
4463,japanese
4464,american (new)
4465,italian
4466,thai
4467,chinese
4468,canadian (new)
4469,italian
4470,italian
4471,american (new)
4472,japanese
4473,mexican
4474,american (traditional)
4475,italian
4476,american (new)
4477,japanese
4478,american (traditional)
4479,thai
4480,chinese
4481,american (traditional)
4482,chinese
4483,italian
4484,chinese
4485,american (traditional)
4486,american (traditional)
4487,american (traditional)
4488,canadian (new)
4489,american (traditional)
4490,american (traditional)
4491,japanese
4492,italian
4493,japanese
4494,japanese
4495,japanese
4496,thai
4497,american (traditional)
4498,chinese
4499,american (traditional)
4500,american (traditional)
4501,chinese
4502,chinese
4503,american (traditional)
4504,mexican
4505,chinese
4506,italian
4507,mexican
4508,american (new)
4509,italian
4510,american (traditional)
4511,japanese
4512,japanese
4513,mexican
4514,italian
4515,mediterranean
4516,japanese
4517,american (new)
4518,mexican
4519,chinese
4520,mexican
4521,chinese
4522,american (traditional)
4523,japanese
4524,american (traditional)
4525,mexican
4526,japanese
4527,mexican
4528,italian
4529,american (traditional)
4530,american (traditional)
4531,canadian (new)
4532,american (traditional)
4533,american (traditional)
4534,italian
4535,american (traditional)
4536,american (traditional)
4537,american (traditional)
4538,american (traditional)
4539,italian
4540,american (traditional)
4541,american (traditional)
4542,chinese
4543,american (traditional)
4544,american (traditional)
4545,italian
4546,american (traditional)
4547,american (new)
4548,american (traditional)
4549,italian
4550,italian
4551,italian
4552,mexican
4553,chinese
4554,japanese
4555,american (traditional)
4556,american (traditional)
4557,mexican
4558,american (traditional)
4559,american (traditional)
4560,japanese
4561,american (traditional)
4562,mexican
4563,american (traditional)
4564,italian
4565,mexican
4566,italian
4567,italian
4568,italian
4569,italian
4570,chinese
4571,italian
4572,chinese
4573,mexican
4574,italian
4575,mediterranean
4576,thai
4577,italian
4578,american (traditional)
4579,american (new)
4580,canadian (new)
4581,mexican
4582,american (traditional)
4583,american (traditional)
4584,american (traditional)
4585,chinese
4586,thai
4587,italian
4588,mexican
4589,mexican
4590,american (traditional)
4591,italian
4592,american (new)
4593,italian
4594,american (traditional)
4595,italian
4596,chinese
4597,american (new)
4598,mexican
4599,italian
4600,american (traditional)
4601,italian
4602,mexican
4603,american (traditional)
4604,chinese
4605,thai
4606,italian
4607,italian
4608,italian
4609,japanese
4610,italian
4611,american (new)
4612,mexican
4613,italian
4614,italian
4615,mexican
4616,mexican
4617,american (new)
4618,thai
4619,mexican
4620,american (traditional)
4621,american (new)
4622,mexican
4623,american (traditional)
4624,american (traditional)
4625,american (new)
4626,mexican
4627,american (traditional)
4628,mediterranean
4629,italian
4630,italian
4631,mediterranean
4632,italian
4633,italian
4634,mexican
4635,american (traditional)
4636,chinese
4637,mexican
4638,chinese
4639,american (new)
4640,mexican
4641,american (traditional)
4642,italian
4643,american (traditional)
4644,mexican
4645,italian
4646,mexican
4647,american (traditional)
4648,american (traditional)
4649,mexican
4650,mediterranean
4651,japanese
4652,japanese
4653,mexican
4654,chinese
4655,italian
4656,mexican
4657,american (traditional)
4658,italian
4659,american (traditional)
4660,mexican
4661,american (traditional)
4662,italian
4663,american (new)
4664,canadian (new)
4665,mexican
4666,mexican
4667,mexican
4668,italian
4669,japanese
4670,mexican
4671,italian
4672,mexican
4673,italian
4674,mediterranean
4675,japanese
4676,mexican
4677,italian
4678,canadian (new)
4679,italian
4680,thai
4681,mexican
4682,thai
4683,chinese
4684,chinese
4685,american (traditional)
4686,thai
4687,american (traditional)
4688,mexican
4689,american (traditional)
4690,american (traditional)
4691,japanese
4692,mediterranean
4693,italian
4694,american (traditional)
4695,canadian (new)
4696,american (traditional)
4697,mediterranean
4698,american (traditional)
4699,mexican
4700,canadian (new)
4701,mexican
4702,american (traditional)
4703,american (traditional)
4704,mexican
4705,american (traditional)
4706,italian
4707,canadian (new)
4708,american (new)
4709,japanese
4710,chinese
4711,chinese
4712,chinese
4713,mexican
4714,american (traditional)
4715,italian
4716,mexican
4717,american (traditional)
4718,mediterranean
4719,american (traditional)
4720,american (traditional)
4721,chinese
4722,american (traditional)
4723,italian
4724,italian
4725,chinese
4726,american (new)
4727,canadian (new)
4728,mexican
4729,american (new)
4730,american (new)
4731,american (traditional)
4732,italian
4733,american (traditional)
4734,american (traditional)
4735,american (traditional)
4736,italian
4737,american (traditional)
4738,japanese
4739,japanese
4740,thai
4741,mexican
4742,mexican
4743,mexican
4744,italian
4745,american (traditional)
4746,mediterranean
4747,mexican
4748,japanese
4749,american (traditional)
4750,american (traditional)
4751,american (traditional)
4752,american (traditional)
4753,american (new)
4754,italian
4755,mexican
4756,chinese
4757,italian
4758,american (traditional)
4759,italian
4760,asian fusion
4761,mexican
4762,chinese
4763,japanese
4764,american (new)
4765,chinese
4766,american (new)
4767,canadian (new)
4768,american (new)
4769,mexican
4770,chinese
4771,american (traditional)
4772,mediterranean
4773,asian fusion
4774,mexican
4775,chinese
4776,italian
4777,mexican
4778,american (new)
4779,american (traditional)
4780,american (traditional)
4781,american (traditional)
4782,canadian (new)
4783,asian fusion
4784,chinese
4785,mediterranean
4786,mediterranean
4787,american (traditional)
4788,chinese
4789,japanese
4790,italian
4791,italian
4792,italian
4793,chinese
4794,american (traditional)
4795,american (traditional)
4796,mexican
4797,american (traditional)
4798,italian
4799,italian
4800,mexican
4801,mexican
4802,japanese
4803,chinese
4804,american (new)
4805,mediterranean
4806,chinese
4807,italian
4808,italian
4809,chinese
4810,mexican
4811,thai
4812,american (traditional)
4813,american (traditional)
4814,american (traditional)
4815,italian
4816,mexican
4817,thai
4818,mexican
4819,mexican
4820,mexican
4821,american (new)
4822,american (traditional)
4823,mexican
4824,american (traditional)
4825,italian
4826,chinese
4827,japanese
4828,japanese
4829,japanese
4830,japanese
4831,canadian (new)
4832,american (traditional)
4833,chinese
4834,chinese
4835,italian
4836,american (traditional)
4837,american (traditional)
4838,canadian (new)
4839,mexican
4840,american (traditional)
4841,mexican
4842,american (new)
4843,chinese
4844,american (traditional)
4845,mexican
4846,mexican
4847,mexican
4848,american (new)
4849,mexican
4850,american (traditional)
4851,chinese
4852,american (traditional)
4853,chinese
4854,chinese
4855,mexican
4856,chinese
4857,italian
4858,chinese
4859,american (traditional)
4860,mexican
4861,american (new)
4862,italian
4863,italian
4864,mexican
4865,chinese
4866,american (traditional)
4867,mediterranean
4868,american (traditional)
4869,mexican
4870,chinese
4871,italian
4872,american (traditional)
4873,mexican
4874,chinese
4875,american (traditional)
4876,american (traditional)
4877,italian
4878,mexican
4879,italian
4880,american (new)
4881,mexican
4882,chinese
4883,japanese
4884,american (traditional)
4885,american (traditional)
4886,chinese
4887,mexican
4888,mediterranean
4889,american (traditional)
4890,japanese
4891,japanese
4892,american (traditional)
4893,japanese
4894,american (traditional)
4895,japanese
4896,chinese
4897,american (new)
4898,italian
4899,chinese
4900,japanese
4901,american (traditional)
4902,italian
4903,american (traditional)
4904,american (traditional)
4905,american (traditional)
4906,thai
4907,american (traditional)
4908,mexican
4909,mediterranean
4910,american (traditional)
4911,american (new)
4912,american (new)
4913,american (new)
4914,chinese
4915,asian fusion
4916,chinese
4917,american (traditional)
4918,thai
4919,italian
4920,chinese
4921,italian
4922,american (new)
4923,american (traditional)
4924,japanese
4925,chinese
4926,mexican
4927,thai
4928,italian
4929,american (new)
4930,mediterranean
4931,american (traditional)
4932,american (traditional)
4933,american (traditional)
4934,italian
4935,american (traditional)
4936,canadian (new)
4937,mexican
4938,italian
4939,italian
4940,american (new)
4941,mexican
4942,chinese
4943,japanese
4944,mexican
4945,mexican
4946,thai
4947,italian
4948,chinese
4949,mexican
4950,american (new)
4951,chinese
4952,japanese
4953,mediterranean
4954,italian
4955,italian
4956,american (traditional)
4957,canadian (new)
4958,mexican
4959,mexican
4960,asian fusion
4961,american (traditional)
4962,american (traditional)
4963,mexican
4964,mexican
4965,mexican
4966,mexican
4967,american (traditional)
4968,chinese
4969,american (traditional)
4970,american (traditional)
4971,american (traditional)
4972,american (traditional)
4973,italian
4974,italian
4975,thai
4976,american (traditional)
4977,american (traditional)
4978,mexican
4979,italian
4980,chinese
4981,mexican
4982,italian
4983,mexican
4984,japanese
4985,italian
4986,asian fusion
4987,italian
4988,japanese
4989,mexican
4990,mexican
4991,american (new)
4992,mediterranean
4993,american (traditional)
4994,italian
4995,japanese
4996,japanese
4997,italian
4998,mexican
4999,mexican
5000,asian fusion
5001,mexican
5002,chinese
5003,italian
5004,asian fusion
5005,japanese
5006,mexican
5007,american (new)
5008,american (traditional)
5009,japanese
5010,italian
5011,american (traditional)
5012,american (traditional)
5013,italian
5014,american (traditional)
5015,italian
5016,japanese
5017,italian
5018,asian fusion
5019,american (traditional)
5020,american (traditional)
5021,american (new)
5022,italian
5023,italian
5024,american (new)
5025,mexican
5026,japanese
5027,mexican
5028,mexican
5029,mediterranean
5030,chinese
5031,chinese
5032,american (new)
5033,chinese
5034,italian
5035,mexican
5036,chinese
5037,italian
5038,american (traditional)
5039,italian
5040,italian
5041,mexican
5042,chinese
5043,chinese
5044,american (traditional)
5045,italian
5046,mexican
5047,chinese
5048,american (new)
5049,chinese
5050,chinese
5051,japanese
5052,canadian (new)
5053,american (traditional)
5054,chinese
5055,mexican
5056,chinese
5057,chinese
5058,american (traditional)
5059,italian
5060,chinese
5061,american (traditional)
5062,american (new)
5063,mexican
5064,mexican
5065,mexican
5066,american (traditional)
5067,thai
5068,american (traditional)
5069,italian
5070,american (traditional)
5071,mexican
5072,american (new)
5073,american (traditional)
5074,chinese
5075,mexican
5076,chinese
5077,chinese
5078,japanese
5079,japanese
5080,chinese
5081,chinese
5082,chinese
5083,american (traditional)
5084,italian
5085,mexican
5086,japanese
5087,mexican
5088,chinese
5089,american (new)
5090,canadian (new)
5091,chinese
5092,american (new)
5093,chinese
5094,japanese
5095,american (traditional)
5096,italian
5097,chinese
5098,mexican
5099,asian fusion
5100,american (traditional)
5101,italian
5102,chinese
5103,italian
5104,canadian (new)
5105,italian
5106,italian
5107,american (traditional)
5108,american (traditional)
5109,mexican
5110,italian
5111,mexican
5112,american (traditional)
5113,american (new)
5114,american (traditional)
5115,thai
5116,american (traditional)
5117,italian
5118,japanese
5119,american (traditional)
5120,japanese
5121,american (new)
5122,chinese
5123,italian
5124,mexican
5125,mexican
5126,italian
5127,american (new)
5128,italian
5129,italian
5130,mediterranean
5131,american (traditional)
5132,american (traditional)
5133,american (traditional)
5134,italian
5135,chinese
5136,chinese
5137,mediterranean
5138,mexican
5139,american (traditional)
5140,mediterranean
5141,american (traditional)
5142,chinese
5143,chinese
5144,mexican
5145,mexican
5146,american (new)
5147,italian
5148,chinese
5149,american (new)
5150,italian
5151,italian
5152,japanese
5153,chinese
5154,japanese
5155,thai
5156,japanese
5157,chinese
5158,mexican
5159,mexican
5160,chinese
5161,japanese
5162,mexican
5163,thai
5164,thai
5165,mexican
5166,american (traditional)
5167,american (traditional)
5168,canadian (new)
5169,american (traditional)
5170,american (traditional)
5171,chinese
5172,american (traditional)
5173,american (new)
5174,american (traditional)
5175,italian
5176,american (new)
5177,american (traditional)
5178,chinese
5179,mexican
5180,american (traditional)
5181,american (traditional)
5182,italian
5183,canadian (new)
5184,american (new)
5185,mexican
5186,canadian (new)
5187,mexican
5188,american (traditional)
5189,mexican
5190,american (traditional)
5191,japanese
5192,american (traditional)
5193,italian
5194,chinese
5195,mexican
5196,mexican
5197,american (traditional)
5198,american (new)
5199,mexican
5200,mexican
5201,italian
5202,mexican
5203,mediterranean
5204,thai
5205,chinese
5206,canadian (new)
5207,american (traditional)
5208,american (traditional)
5209,japanese
5210,chinese
5211,italian
5212,chinese
5213,chinese
5214,italian
5215,italian
5216,american (traditional)
5217,mexican
5218,american (traditional)
5219,canadian (new)
5220,italian
5221,american (traditional)
5222,mediterranean
5223,chinese
5224,chinese
5225,american (new)
5226,mexican
5227,american (traditional)
5228,japanese
5229,italian
5230,american (traditional)
5231,mexican
5232,mexican
5233,mediterranean
5234,italian
5235,canadian (new)
5236,american (traditional)
5237,american (traditional)
5238,japanese
5239,italian
5240,thai
5241,american (traditional)
5242,american (new)
5243,japanese
5244,chinese
5245,chinese
5246,mediterranean
5247,american (traditional)
5248,mexican
5249,american (traditional)
5250,italian
5251,italian
5252,japanese
5253,mexican
5254,american (traditional)
5255,american (traditional)
5256,american (new)
5257,american (traditional)
5258,italian
5259,chinese
5260,american (traditional)
5261,american (traditional)
5262,italian
5263,mexican
5264,chinese
5265,italian
5266,american (traditional)
5267,american (traditional)
5268,american (new)
5269,italian
5270,chinese
5271,canadian (new)
5272,mediterranean
5273,italian
5274,mediterranean
5275,american (traditional)
5276,mexican
5277,mexican
5278,american (traditional)
5279,italian
5280,american (traditional)
5281,mexican
5282,japanese
5283,mexican
5284,japanese
5285,chinese
5286,american (traditional)
5287,mexican
5288,japanese
5289,american (new)
5290,italian
5291,american (traditional)
5292,thai
5293,japanese
5294,italian
5295,mexican
5296,chinese
5297,chinese
5298,american (new)
5299,american (traditional)
5300,italian
5301,mexican
5302,italian
5303,american (traditional)
5304,thai
5305,american (traditional)
5306,chinese
5307,japanese
5308,italian
5309,american (traditional)
5310,american (traditional)
5311,japanese
5312,american (new)
5313,italian
5314,american (traditional)
5315,italian
5316,italian
5317,american (traditional)
5318,japanese
5319,mexican
5320,american (traditional)
5321,italian
5322,italian
5323,american (traditional)
5324,italian
5325,mediterranean
5326,italian
5327,mexican
5328,american (new)
5329,italian
5330,american (new)
5331,american (traditional)
5332,mexican
5333,italian
5334,thai
5335,american (traditional)
5336,italian
5337,american (new)
5338,thai
5339,italian
5340,american (traditional)
5341,american (traditional)
5342,italian
5343,mexican
5344,mediterranean
5345,japanese
5346,asian fusion
5347,mexican
5348,american (new)
5349,chinese
5350,japanese
5351,mediterranean
5352,american (traditional)
5353,mexican
5354,italian
5355,japanese
5356,chinese
5357,chinese
5358,american (new)
5359,mediterranean
5360,american (new)
5361,american (traditional)
5362,american (traditional)
5363,mexican
5364,japanese
5365,american (traditional)
5366,thai
5367,mexican
5368,japanese
5369,american (new)
5370,chinese
5371,american (new)
5372,chinese
5373,american (traditional)
5374,american (new)
5375,italian
5376,american (new)
5377,chinese
5378,mexican
5379,american (traditional)
5380,american (new)
5381,italian
5382,chinese
5383,japanese
5384,italian
5385,american (traditional)
5386,italian
5387,american (traditional)
5388,asian fusion
5389,italian
5390,japanese
5391,japanese
5392,asian fusion
5393,american (traditional)
5394,american (new)
5395,italian
5396,mediterranean
5397,american (traditional)
5398,american (traditional)
5399,mediterranean
5400,american (traditional)
5401,japanese
5402,american (traditional)
5403,chinese
5404,mediterranean
5405,chinese
5406,mexican
5407,japanese
5408,chinese
5409,chinese
5410,american (traditional)
5411,american (traditional)
5412,italian
5413,mexican
5414,american (traditional)
5415,mediterranean
5416,chinese
5417,italian
5418,american (new)
5419,mediterranean
5420,chinese
5421,american (traditional)
5422,japanese
5423,american (new)
5424,chinese
5425,american (traditional)
5426,american (new)
5427,mexican
5428,american (traditional)
5429,american (traditional)
5430,japanese
5431,american (traditional)
5432,mexican
5433,mexican
5434,american (traditional)
5435,american (traditional)
5436,chinese
5437,mexican
5438,american (traditional)
5439,italian
5440,canadian (new)
5441,mexican
5442,american (new)
5443,chinese
5444,chinese
5445,american (traditional)
5446,chinese
5447,canadian (new)
5448,chinese
5449,mexican
5450,american (traditional)
